cabin,currency,destination,edate,etime,legs,price,rt,sdate,source,stime,tax,
E,USD,IAH,20131126,1931,2,523.08,1,20131126,EWR,933,75.66,
E,USD,IAH,20131127,16,0,523.08,1,20131126,EWR,2127,75.66,
E,USD,IAH,20131126,808,0,523.08,1,20131126,EWR,515,75.66,
E,USD,IAH,20131126,1610,1,491.46,1,20131126,EWR,933,78.47,
E,USD,IAH,20131126,1931,2,495.36,1,20131126,EWR,1229,82.37,
E,USD,IAH,20131126,1931,2,495.36,1,20131126,EWR,933,82.37,
E,USD,IAH,20131126,1114,1,506.60,1,20131126,EWR,630,66.61,
E,USD,IAH,20131126,930,1,512.10,1,20131126,EWR,500,72.11,
E,USD,IAH,20131126,930,1,512.10,1,20131126,EWR,500,72.11,
E,USD,IAH,20131126,1931,2,523.08,1,20131126,EWR,1229,75.66,
E,USD,IAH,20131126,1931,2,523.08,1,20131126,EWR,1229,75.66,
E,USD,IAH,20131126,1931,2,523.08,1,20131126,EWR,1229,75.66,
E,USD,IAH,20131126,1610,1,512.18,1,20131126,EWR,933,64.76,
E,USD,IAH,20131126,1219,1,513.60,1,20131126,EWR,655,73.61,
E,USD,IAH,20131126,808,0,523.08,1,20131126,EWR,515,75.66,
E,USD,IAH,20131126,1332,0,523.08,1,20131126,EWR,1029,75.66,
E,USD,IAH,20131126,1931,2,523.08,1,20131126,EWR,933,75.66,
E,USD,IAH,20131126,1337,1,506.48,1,20131126,EWR,719,79.52,
E,USD,IAH,20131126,1610,1,512.18,1,20131126,EWR,933,64.76,
E,USD,IAH,20131126,2028,0,523.08,1,20131126,EWR,1725,75.66,
E,USD,IAH,20131126,1209,0,523.08,1,20131126,EWR,853,75.66,
E,USD,IAH,20131126,1337,1,527.20,1,20131126,EWR,719,65.81,
E,USD,IAH,20131126,1915,0,538.30,1,20131126,EWR,1630,56.45,
E,USD,IAH,20131127,16,0,538.30,1,20131126,EWR,2127,56.45,
E,USD,IAH,20131126,1915,0,538.30,1,20131126,EWR,1630,56.45,
E,USD,IAH,20131126,808,0,538.30,1,20131126,EWR,515,56.45,
E,USD,IAH,20131126,1042,0,538.30,1,20131126,EWR,745,56.45,
E,USD,IAH,20131126,808,0,538.30,1,20131126,EWR,515,56.45,
E,USD,IAH,20131126,1453,1,527.20,1,20131126,EWR,719,65.81,
E,USD,IAH,20131127,16,0,528.18,1,20131126,EWR,2127,65.87,
E,USD,IAH,20131127,16,0,538.30,1,20131126,EWR,2127,56.45,
E,USD,IAH,20131126,1915,0,538.30,1,20131126,EWR,1630,56.45,
E,USD,IAH,20131126,1515,0,528.18,1,20131126,EWR,1215,65.87,
E,USD,IAH,20131126,2028,0,528.18,1,20131126,EWR,1725,65.87,
E,USD,IAH,20131126,1337,1,527.20,1,20131126,EWR,719,65.81,
E,USD,IAH,20131126,1453,1,527.20,1,20131126,EWR,719,65.81,
E,USD,IAH,20131126,1042,0,523.08,1,20131126,EWR,745,75.66,
E,USD,IAH,20131126,808,0,538.30,1,20131126,EWR,515,56.45,
E,USD,IAH,20131126,2028,0,538.30,1,20131126,EWR,1725,56.45,
E,USD,IAH,20131126,1042,0,538.30,1,20131126,EWR,745,56.45,
E,USD,IAH,20131126,1703,0,538.30,1,20131126,EWR,1404,56.45,
E,USD,IAH,20131126,1209,0,538.30,1,20131126,EWR,853,56.45,
E,USD,IAH,20131126,1535,2,539.08,1,20131126,EWR,630,76.77,
E,USD,IAH,20131126,1535,2,539.08,1,20131126,EWR,630,76.77,
E,USD,IAH,20131126,2028,0,538.30,1,20131126,EWR,1725,56.45,
E,USD,IAH,20131126,1703,0,538.30,1,20131126,EWR,1404,56.45,
E,USD,IAH,20131126,1332,0,538.30,1,20131126,EWR,1029,56.45,
E,USD,IAH,20131126,2028,0,538.30,1,20131126,EWR,1725,56.45,
E,USD,IAH,20131126,1332,0,538.30,1,20131126,EWR,1029,56.45,
E,USD,IAH,20131126,2312,0,538.30,1,20131126,EWR,2015,56.45,
E,USD,IAH,20131126,1703,0,538.30,1,20131126,EWR,1404,56.45,
E,USD,IAH,20131126,1332,0,538.30,1,20131126,EWR,1029,56.45,
E,USD,IAH,20131126,1829,0,538.30,1,20131126,EWR,1523,56.45,
E,USD,IAH,20131126,1209,0,538.30,1,20131126,EWR,853,56.45,
E,USD,IAH,20131126,808,0,538.30,1,20131126,EWR,515,56.45,
E,USD,IAH,20131126,1515,0,538.30,1,20131126,EWR,1215,56.45,
E,USD,IAH,20131126,1829,0,538.30,1,20131126,EWR,1523,56.45,
E,USD,IAH,20131126,930,1,545.60,1,20131126,EWR,500,75.84,
E,USD,IAH,20131126,1931,2,555.36,1,20131126,EWR,933,86.56,
E,USD,IAH,20131126,1337,1,566.48,1,20131126,EWR,719,83.71,
E,USD,IAH,20131126,1515,0,611.18,1,20131126,EWR,1215,71.66,
E,USD,IAH,20131126,1535,2,604.98,1,20131126,EWR,630,85.00,
E,USD,IAH,20131127,16,0,611.18,1,20131126,EWR,2127,71.66,
E,USD,IAH,20131126,1610,1,585.07,1,20131126,EWR,933,79.98,
E,USD,IAH,20131126,2211,0,603.10,1,20131126,EWR,1730,74.74,
E,USD,IAH,20131126,1535,2,571.37,1,20131126,EWR,630,87.68,
E,USD,IAH,20131126,1515,0,583.08,1,20131126,EWR,1215,79.84,
E,USD,IAH,20131126,1535,2,539.08,1,20131126,EWR,630,76.77,
E,USD,LAS,20131124,2210,1,427.10,1,20131124,DTW,1742,68.96,
E,USD,LAS,20131124,2018,1,427.10,1,20131124,DTW,1401,68.96,
E,USD,LAS,20131124,758,0,327.80,1,20131124,DTW,630,43.16,
E,USD,LAS,20131124,1649,1,379.60,1,20131124,DTW,845,67.04,
E,USD,TYR,20131126,1543,1,351.30,1,20131126,BNA,1026,53.63,
E,EUR,LAS,20131113,2145,1,271.41,1,20131113,LGA,1425,49.41,
E,EUR,LAS,20131113,1756,0,288.87,1,20131113,JFK,1459,39.87,
E,EUR,LAS,20131113,2001,1,290.65,1,20131113,LGA,1450,48.65,
E,EUR,LAS,20131113,2001,1,290.65,1,20131113,JFK,1343,48.65,
E,EUR,LAS,20131113,1305,0,284.06,1,20131113,JFK,1030,35.06,
E,EUR,LAS,20131113,1756,0,284.06,1,20131113,JFK,1459,35.06,
E,EUR,LAS,20131113,2150,0,285.80,1,20131113,JFK,1858,42.80,
E,EUR,LAS,20131113,2001,1,291.78,1,20131113,JFK,1343,49.78,
E,EUR,LAS,20131113,2001,1,298.64,1,20131113,JFK,1343,42.64,
E,EUR,LAS,20131113,2001,1,298.64,1,20131113,JFK,1343,42.64,
E,EUR,LAS,20131113,2024,2,299.07,1,20131113,EWR,830,54.07,
E,EUR,LAS,20131113,2001,1,291.78,1,20131113,JFK,1343,49.78,
E,EUR,LAS,20131113,2001,1,291.78,1,20131113,JFK,1343,49.78,
E,EUR,LAS,20131113,1010,1,292.25,1,20131113,LGA,600,43.25,
E,EUR,LAS,20131113,1756,0,292.25,1,20131113,JFK,1459,43.25,
E,EUR,LAS,20131113,2024,2,297.94,1,20131113,EWR,933,52.94,
E,EUR,LAS,20131113,2024,2,299.07,1,20131113,EWR,729,54.07,
E,EUR,LAS,20131113,2154,1,299.31,1,20131113,LGA,1704,50.31,
E,EUR,LAS,20131113,1144,1,300.44,1,20131113,JFK,630,51.44,
E,EUR,LAS,20131113,2154,1,306.17,1,20131113,LGA,1704,43.17,
E,EUR,LAS,20131113,2024,2,297.94,1,20131113,EWR,729,52.94,
E,EUR,LAS,20131113,951,1,298.18,1,20131113,EWR,500,49.18,
E,EUR,LAS,20131113,2154,1,299.31,1,20131113,LGA,1704,50.31,
E,EUR,LAS,20131113,1240,1,300.44,1,20131113,LGA,830,51.44,
E,EUR,LAS,20131113,2001,1,298.64,1,20131113,LGA,1450,42.64,
E,EUR,LAS,20131113,2154,1,298.64,1,20131113,LGA,1544,42.64,
E,EUR,LAS,20131113,1611,1,292.25,1,20131113,LGA,1130,43.25,
E,EUR,LAS,20131113,1404,2,323.01,1,20131113,EWR,630,53.01,
E,EUR,LAS,20131113,2001,1,325.89,1,20131113,LGA,1450,54.89,
E,EUR,LAS,20131113,2001,1,325.89,1,20131113,JFK,1343,54.89,
E,EUR,LAS,20131113,1144,1,307.30,1,20131113,JFK,630,44.30,
E,EUR,LAS,20131113,1248,0,307.30,1,20131113,EWR,959,44.30,
E,EUR,LAS,20131113,1404,2,309.76,1,20131113,EWR,630,53.76,
E,EUR,LAS,20131113,2024,2,311.19,1,20131113,EWR,830,52.19,
E,EUR,LAS,20131113,2024,2,311.19,1,20131113,EWR,729,52.19,
E,EUR,LAS,20131113,2024,2,311.19,1,20131113,EWR,729,52.19,
E,EUR,LAS,20131113,1248,0,306.17,1,20131113,EWR,959,43.17,
E,EUR,LAS,20131113,2201,0,307.30,1,20131113,EWR,1914,44.30,
E,EUR,LAS,20131113,1248,0,314.16,1,20131113,EWR,959,37.16,
E,EUR,LAS,20131113,2201,0,314.16,1,20131113,EWR,1914,37.16,
E,EUR,LAS,20131113,2201,0,306.17,1,20131113,EWR,1914,43.17,
E,EUR,LAS,20131113,920,0,306.17,1,20131113,EWR,635,43.17,
E,EUR,LAS,20131113,2001,1,326.96,1,20131113,EWR,933,54.96,
E,EUR,LAS,20131113,2001,1,328.09,1,20131113,EWR,933,56.09,
E,EUR,LAS,20131113,1245,0,318.05,1,20131113,JFK,1000,45.05,
E,EUR,LAS,20131113,1404,2,310.89,1,20131113,EWR,630,54.89,
E,EUR,LAS,20131113,920,0,338.47,1,20131113,EWR,635,46.47,
E,EUR,LAS,20131113,1248,0,338.47,1,20131113,EWR,959,46.47,
E,EUR,LAS,20131113,1404,2,342.07,1,20131113,EWR,630,57.07,
E,EUR,LAS,20131113,2001,1,359.27,1,20131113,EWR,1229,58.27,
E,EUR,LAS,20131113,951,1,359.51,1,20131113,EWR,500,54.51,
E,EUR,LAS,20131113,2001,1,362.20,1,20131113,EWR,1229,61.20,
E,EUR,LAS,20131113,2024,2,371.09,1,20131113,EWR,830,59.09,
E,EUR,LAS,20131113,1404,2,381.84,1,20131113,EWR,630,59.84,
E,EUR,LAS,20131113,920,0,367.50,1,20131113,EWR,635,48.50,
E,EUR,LAS,20131113,1248,0,367.50,1,20131113,EWR,959,48.50,
E,EUR,LAS,20131113,2024,2,331.32,1,20131113,EWR,830,56.32,
E,EUR,LAS,20131113,2024,2,334.25,1,20131113,EWR,933,59.25,
E,EUR,LAS,20131113,2001,1,592.12,1,20131113,LGA,1450,63.12,
E,EUR,LAS,20131113,2154,1,592.12,1,20131113,LGA,1544,63.12,
E,EUR,LAS,20131113,2024,2,330.19,1,20131113,EWR,933,55.19,
E,EUR,LAS,20131113,2024,2,330.19,1,20131113,EWR,729,55.19,
E,EUR,LAS,20131113,2001,1,334.95,1,20131113,EWR,1229,48.95,
E,EUR,LAS,20131113,2001,1,334.95,1,20131113,EWR,933,48.95,
E,EUR,LAS,20131113,2221,0,354.60,1,20131113,JFK,1930,47.60,
E,EUR,LAS,20131113,2024,2,616.49,1,20131113,EWR,830,73.49,
E,EUR,LAS,20131113,2024,2,619.42,1,20131113,EWR,830,76.42,
E,EUR,LAS,20131113,1305,0,622.68,1,20131113,JFK,1030,58.68,
E,EUR,LAS,20131113,1756,0,614.69,1,20131113,JFK,1459,64.69,
E,EUR,LAS,20131113,1756,0,615.82,1,20131113,JFK,1459,65.82,
E,EUR,LAS,20131113,1305,0,615.82,1,20131113,JFK,1030,65.82,
E,EUR,LAS,20131113,1144,1,605.58,1,20131113,JFK,630,69.58,
E,EUR,LAS,20131113,2201,0,607.63,1,20131113,EWR,1914,57.63,
E,EUR,LAS,20131113,1144,1,608.96,1,20131113,JFK,630,72.96,
E,EUR,LAS,20131113,1305,0,614.69,1,20131113,JFK,1030,64.69,
E,EUR,LAS,20131113,951,1,599.64,1,20131113,EWR,500,63.64,
E,EUR,LAS,20131113,1144,1,600.77,1,20131113,JFK,630,64.77,
E,EUR,LAS,20131113,1305,0,622.68,1,20131113,JFK,1030,58.68,
E,EUR,LAS,20131113,2054,0,622.68,1,20131113,JFK,1759,58.68,
E,EUR,LAS,20131113,1305,0,614.69,1,20131113,JFK,1030,64.69,
E,EUR,LAS,20131113,2221,0,614.69,1,20131113,JFK,1930,64.69,
E,EUR,LAS,20131113,2054,0,615.82,1,20131113,JFK,1759,65.82,
E,EUR,LAS,20131113,2054,0,615.82,1,20131113,JFK,1759,65.82,
E,EUR,LAS,20131113,2221,0,615.82,1,20131113,JFK,1930,65.82,
E,EUR,LAS,20131113,1611,1,624.01,1,20131113,LGA,1130,74.01,
E,EUR,LAS,20131113,1010,1,624.01,1,20131113,LGA,600,74.01,
E,EUR,LAS,20131113,1404,2,628.31,1,20131113,EWR,630,74.31,
E,EUR,LAS,20131113,2054,0,622.68,1,20131113,JFK,1759,58.68,
E,EUR,LAS,20131113,2054,0,622.68,1,20131113,JFK,1759,58.68,
E,EUR,LAS,20131113,1756,0,622.68,1,20131113,JFK,1459,58.68,
E,EUR,LAS,20131113,1240,1,630.87,1,20131113,LGA,830,66.87,
E,EUR,LAS,20131113,1042,1,630.87,1,20131113,LGA,625,66.87,
E,EUR,LAS,20131113,1042,1,630.87,1,20131113,LGA,625,66.87,
E,EUR,LAS,20131113,1756,0,651.00,1,20131113,JFK,1459,71.00,
E,EUR,LAS,20131113,1010,1,656.26,1,20131113,LGA,600,76.26,
E,EUR,LAS,20131113,1404,2,631.24,1,20131113,EWR,630,77.24,
E,EUR,LAS,20131113,1305,0,646.94,1,20131113,JFK,1030,66.94,
E,EUR,LAS,20131113,1611,1,622.88,1,20131113,LGA,1130,72.88,
E,EUR,LAS,20131113,1042,1,624.01,1,20131113,LGA,625,74.01,
E,EUR,LAS,20131113,2221,0,646.94,1,20131113,JFK,1930,66.94,
E,EUR,LAS,20131113,2221,0,648.07,1,20131113,JFK,1930,68.07,
E,EUR,LAS,20131113,1611,1,622.88,1,20131113,LGA,1130,72.88,
E,EUR,LAS,20131113,1240,1,630.87,1,20131113,LGA,830,66.87,
E,EUR,LAS,20131113,1052,0,676.02,1,20131113,JFK,815,70.02,
E,EUR,LAS,20131113,1010,1,684.21,1,20131113,LGA,600,78.21,
E,EUR,LAS,20131113,1611,1,659.19,1,20131113,LGA,1130,79.19,
E,EUR,LAS,20131113,1756,0,676.02,1,20131113,JFK,1459,70.02,
E,USD,OGG,20131128,2126,2,813.70,1,20131128,LGA,1000,92.88,
E,USD,OGG,20131128,1802,1,813.70,1,20131128,LGA,720,92.88,
E,USD,OGG,20131128,2126,2,813.70,1,20131128,LGA,1100,92.88,
E,USD,OGG,20131128,2226,2,809.20,1,20131128,JFK,1151,88.38,
E,USD,OGG,20131128,1802,1,809.80,1,20131128,JFK,1025,88.98,
E,USD,OGG,20131128,1802,1,809.80,1,20131128,JFK,1025,88.98,
E,USD,OGG,20131128,1717,1,809.80,1,20131128,JFK,830,88.98,
E,USD,OGG,20131128,1802,1,813.70,1,20131128,JFK,1025,92.88,
E,USD,OGG,20131128,1802,2,813.70,1,20131128,LGA,806,92.88,
E,USD,OGG,20131128,1717,2,819.70,1,20131128,LGA,806,93.11,
E,USD,OGG,20131128,1802,1,819.70,1,20131128,LGA,720,93.11,
E,USD,OGG,20131128,1802,2,819.70,1,20131128,LGA,806,93.11,
E,USD,OGG,20131128,2126,2,817.60,1,20131128,LGA,1100,96.78,
E,USD,OGG,20131128,2126,2,817.60,1,20131128,LGA,1000,96.78,
E,USD,OGG,20131128,2126,2,817.60,1,20131128,LGA,759,96.78,
E,USD,OGG,20131128,2126,2,813.70,1,20131128,LGA,700,92.88,
E,USD,OGG,20131128,1802,1,815.80,1,20131128,JFK,1025,89.21,
E,USD,OGG,20131128,1717,1,815.80,1,20131128,JFK,830,89.21,
E,USD,OGG,20131128,1717,1,815.80,1,20131128,JFK,830,89.21,
E,USD,OGG,20131128,1717,1,815.80,1,20131128,JFK,830,89.21,
E,USD,OGG,20131128,1717,1,815.80,1,20131128,JFK,830,89.21,
E,USD,OGG,20131128,1717,1,815.80,1,20131128,JFK,639,89.21,
E,USD,OGG,20131128,1802,2,819.70,1,20131128,LGA,806,93.11,
E,USD,OGG,20131128,1802,2,819.70,1,20131128,LGA,806,93.11,
E,USD,OGG,20131128,1717,1,815.80,1,20131128,JFK,639,89.21,
E,USD,OGG,20131128,1717,1,815.80,1,20131128,JFK,639,89.21,
E,USD,OGG,20131128,2126,2,813.70,1,20131128,LGA,759,92.88,
E,USD,OGG,20131128,1802,2,819.70,1,20131128,LGA,806,93.11,
E,USD,OGG,20131128,1802,1,835.20,1,20131128,EWR,1001,93.69,
E,USD,OGG,20131128,1802,1,835.20,1,20131128,EWR,907,93.69,
E,USD,OGG,20131128,1717,2,835.20,1,20131128,EWR,700,93.69,
E,USD,OGG,20131128,1802,1,837.30,1,20131128,EWR,1001,90.02,
E,USD,OGG,20131128,1717,1,837.30,1,20131128,EWR,857,90.02,
E,USD,OGG,20131128,1802,1,837.30,1,20131128,EWR,1001,90.02,
E,USD,OGG,20131128,1802,1,819.70,1,20131128,LGA,600,93.11,
E,USD,OGG,20131128,1802,1,819.70,1,20131128,LGA,600,93.11,
E,USD,OGG,20131128,1802,2,819.70,1,20131128,LGA,806,93.11,
E,USD,OGG,20131128,1802,1,819.70,1,20131128,LGA,720,93.11,
E,USD,OGG,20131128,2226,2,823.60,1,20131128,JFK,1151,97.01,
E,USD,OGG,20131128,2050,1,831.30,1,20131128,EWR,950,89.79,
E,USD,OGG,20131128,1802,1,834.58,1,20131128,JFK,1025,95.71,
E,USD,OGG,20131128,1717,1,831.30,1,20131128,EWR,857,89.79,
E,USD,OGG,20131128,1717,1,831.30,1,20131128,EWR,729,89.79,
E,USD,OGG,20131128,1717,1,831.30,1,20131128,EWR,729,89.79,
E,USD,OGG,20131128,1717,1,831.30,1,20131128,EWR,639,89.79,
E,USD,OGG,20131128,1717,2,819.70,1,20131128,LGA,700,93.11,
E,USD,OGG,20131128,1717,1,835.20,1,20131128,EWR,639,93.69,
E,USD,OGG,20131128,1802,1,837.30,1,20131128,EWR,1001,90.02,
E,USD,OGG,20131128,1717,1,837.30,1,20131128,EWR,857,90.02,
E,USD,OGG,20131128,1717,1,837.30,1,20131128,EWR,639,90.02,
E,USD,OGG,20131128,2050,1,837.30,1,20131128,EWR,950,90.02,
E,USD,OGG,20131128,1717,1,837.30,1,20131128,EWR,639,90.02,
E,USD,OGG,20131128,2050,1,837.30,1,20131128,EWR,950,90.02,
E,USD,OGG,20131128,1717,2,838.48,1,20131128,LGA,700,99.61,
E,USD,OGG,20131128,2050,2,839.10,1,20131128,EWR,1100,97.59,
E,USD,OGG,20131128,1717,1,837.30,1,20131128,EWR,729,90.02,
E,USD,OGG,20131128,2050,1,837.30,1,20131128,EWR,950,90.02,
E,USD,OGG,20131128,1717,1,837.30,1,20131128,EWR,639,90.02,
E,USD,OGG,20131128,1802,1,837.30,1,20131128,EWR,806,90.02,
E,USD,OGG,20131128,1802,1,837.30,1,20131128,EWR,907,90.02,
E,USD,OGG,20131128,1802,1,837.30,1,20131128,EWR,806,90.02,
E,USD,OGG,20131128,1802,1,837.30,1,20131128,EWR,806,90.02,
E,USD,OGG,20131128,1802,1,837.30,1,20131128,EWR,806,90.02,
E,USD,OGG,20131128,1717,2,841.20,1,20131128,EWR,700,93.92,
E,USD,OGG,20131128,1802,1,837.30,1,20131128,EWR,907,90.02,
E,USD,OGG,20131128,1717,2,841.20,1,20131128,EWR,700,93.92,
E,USD,OGG,20131128,1717,2,841.20,1,20131128,EWR,700,93.92,
E,USD,OGG,20131128,2050,2,841.20,1,20131128,EWR,1010,93.92,
E,USD,OGG,20131128,2052,1,854.31,1,20131128,EWR,930,89.93,
E,USD,OGG,20131128,1854,1,854.31,1,20131128,EWR,930,89.93,
E,USD,OGG,20131128,2052,1,854.31,1,20131128,EWR,930,89.93,
E,USD,OGG,20131128,2226,2,850.77,1,20131128,EWR,905,89.95,
E,USD,OGG,20131128,1810,1,854.31,1,20131128,EWR,930,89.93,
E,USD,OGG,20131128,1717,2,841.20,1,20131128,EWR,700,93.92,
E,USD,OGG,20131128,2050,2,841.20,1,20131128,EWR,1010,93.92,
E,USD,OGG,20131128,1717,2,841.20,1,20131128,EWR,700,93.92,
E,USD,OGG,20131128,2050,2,841.20,1,20131128,EWR,1010,93.92,
E,USD,OGG,20131128,1854,1,848.30,1,20131128,EWR,930,89.70,
E,USD,OGG,20131128,2226,1,848.30,1,20131128,EWR,930,89.70,
E,USD,OGG,20131128,1810,1,854.31,1,20131128,EWR,930,89.93,
E,USD,OGG,20131128,1854,1,854.31,1,20131128,EWR,930,89.93,
E,USD,OGG,20131128,1810,1,854.31,1,20131128,EWR,930,89.93,
E,USD,OGG,20131128,1810,1,854.31,1,20131128,EWR,930,89.93,
E,USD,OGG,20131128,2226,1,854.31,1,20131128,EWR,930,89.93,
E,USD,OGG,20131128,1717,2,859.97,1,20131128,EWR,700,100.41,
E,USD,OGG,20131128,1854,2,860.60,1,20131128,EWR,729,102.00,
E,USD,OGG,20131128,1854,2,860.60,1,20131128,EWR,639,102.00,
E,USD,OGG,20131128,2226,1,854.31,1,20131128,EWR,930,89.93,
E,USD,OGG,20131128,1802,1,856.07,1,20131128,EWR,1001,96.51,
E,USD,OGG,20131128,1802,1,856.07,1,20131128,EWR,1001,96.51,
E,USD,OGG,20131128,1854,2,862.71,1,20131128,EWR,857,98.33,
E,USD,OGG,20131128,1854,2,862.71,1,20131128,EWR,729,98.33,
E,USD,OGG,20131128,1854,2,862.71,1,20131128,EWR,729,98.33,
E,USD,OGG,20131128,1717,1,856.07,1,20131128,EWR,639,96.51,
E,USD,OGG,20131128,1854,1,856.70,1,20131128,EWR,930,98.10,
E,USD,OGG,20131128,2226,2,862.71,1,20131128,EWR,950,98.33,
E,USD,OGG,20131128,1854,2,862.71,1,20131128,EWR,729,98.33,
E,USD,OGG,20131128,2226,2,856.70,1,20131128,EWR,950,98.10,
E,USD,OGG,20131128,1854,2,856.70,1,20131128,EWR,639,98.10,
E,USD,OGG,20131128,2052,2,856.70,1,20131128,EWR,857,98.10,
E,USD,OGG,20131128,2226,2,856.70,1,20131128,EWR,950,98.10,
E,USD,OGG,20131128,1854,2,862.71,1,20131128,EWR,857,98.33,
E,USD,OGG,20131128,2052,2,862.71,1,20131128,EWR,857,98.33,
E,USD,OGG,20131128,1717,2,900.37,1,20131128,LGA,700,105.69,
E,USD,OGG,20131128,2226,2,914.64,1,20131128,EWR,905,97.99,
E,USD,OGG,20131128,1802,1,917.31,1,20131128,EWR,1001,88.28,
E,USD,OGG,20131128,2226,2,872.60,1,20131128,JFK,1151,98.85,
E,USD,OGG,20131128,1854,2,881.47,1,20131128,EWR,857,104.82,
E,USD,OGG,20131128,2052,2,881.47,1,20131128,EWR,857,104.82,
E,USD,OGG,20131128,2052,2,862.71,1,20131128,EWR,857,98.33,
E,USD,OGG,20131128,2226,2,862.71,1,20131128,EWR,950,98.33,
E,USD,OGG,20131128,2226,2,862.71,1,20131128,EWR,950,98.33,
E,USD,OGG,20131128,2052,2,881.47,1,20131128,EWR,857,104.82,
E,USD,OGG,20131128,1717,1,895.81,1,20131128,JFK,639,87.47,
E,USD,OGG,20131128,2126,2,921.10,1,20131128,LGA,759,100.68,
E,USD,OGG,20131128,2050,2,921.21,1,20131128,EWR,1100,92.18,
E,USD,OGG,20131128,2050,2,921.87,1,20131128,EWR,1010,106.50,
E,USD,OGG,20131128,1810,2,925.71,1,20131128,EWR,700,100.70,
E,USD,OGG,20131128,1717,1,917.31,1,20131128,EWR,639,88.28,
E,USD,OGG,20131128,2050,1,917.97,1,20131128,EWR,950,102.60,
E,USD,OGG,20131128,1717,2,899.71,1,20131128,LGA,806,91.37,
E,USD,OGG,20131128,2052,2,862.71,1,20131128,EWR,857,98.33,
E,USD,OGG,20131128,1854,2,931.71,1,20131128,EWR,600,100.92,
E,USD,OGG,20131128,1810,2,931.71,1,20131128,EWR,600,100.92,
E,USD,OGG,20131128,1854,2,931.71,1,20131128,EWR,700,100.92,
E,USD,OGG,20131128,1810,2,931.71,1,20131128,EWR,700,100.92,
E,USD,OGG,20131128,1810,2,931.71,1,20131128,EWR,751,100.92,
E,USD,OGG,20131128,1810,2,931.71,1,20131128,EWR,600,100.92,
E,USD,OGG,20131128,2052,1,926.31,1,20131128,EWR,930,92.64,
E,USD,OGG,20131128,1810,2,929.61,1,20131128,EWR,600,104.60,
E,USD,OGG,20131128,1854,2,931.71,1,20131128,EWR,700,100.92,
E,USD,OGG,20131128,2052,2,931.71,1,20131128,EWR,751,100.92,
E,USD,OGG,20131128,1810,2,931.71,1,20131128,EWR,700,100.92,
E,USD,OGG,20131128,1854,2,931.71,1,20131128,EWR,751,100.92,
E,USD,OGG,20131128,1810,2,925.71,1,20131128,EWR,751,100.70,
E,USD,OGG,20131128,1810,2,925.71,1,20131128,EWR,600,100.70,
E,USD,OGG,20131128,1810,2,931.71,1,20131128,EWR,751,100.92,
E,USD,OGG,20131128,1810,2,931.71,1,20131128,EWR,700,100.92,
E,USD,OGG,20131128,1854,2,925.71,1,20131128,EWR,600,100.70,
E,USD,OGG,20131128,1810,2,925.71,1,20131128,EWR,600,100.70,
E,USD,OGG,20131128,1854,2,931.71,1,20131128,EWR,751,100.92,
E,USD,OGG,20131128,2052,2,931.71,1,20131128,EWR,751,100.92,
E,USD,OGG,20131128,1854,2,931.71,1,20131128,EWR,600,100.92,
E,USD,OGG,20131128,1810,2,931.71,1,20131128,EWR,600,100.92,
E,USD,OGG,20131128,1854,2,943.37,1,20131128,EWR,857,110.91,
E,USD,OGG,20131128,2102,1,945.80,1,20131128,EWR,705,88.20,
E,USD,OGG,20131128,2102,1,981.31,1,20131128,EWR,705,91.11,
E,USD,OGG,20131128,1521,1,997.70,1,20131128,JFK,630,95.19,
E,USD,OGG,20131128,2052,2,934.71,1,20131128,EWR,857,101.04,
E,USD,OGG,20131128,2052,1,934.97,1,20131128,EWR,930,102.51,
E,USD,OGG,20131128,1810,2,1003.71,1,20131128,EWR,751,103.63,
E,USD,OGG,20131128,1854,2,1003.71,1,20131128,EWR,600,103.63,
E,USD,OGG,20131128,1810,2,950.48,1,20131128,EWR,751,107.42,
E,USD,OGG,20131128,1810,2,950.48,1,20131128,EWR,600,107.42,
E,USD,OGG,20131128,2102,1,957.80,1,20131128,EWR,705,92.85,
E,USD,OGG,20131128,2102,1,967.00,1,20131128,EWR,705,92.87,
E,USD,OGG,20131128,2102,1,957.80,1,20131128,EWR,705,92.85,
E,USD,OGG,20131128,2102,1,957.80,1,20131128,EWR,705,92.85,
E,USD,OGG,20131128,1854,2,931.71,1,20131128,EWR,600,100.92,
E,USD,OGG,20131128,2102,1,1340.20,1,20131128,EWR,705,111.25,
E,USD,OGG,20131128,2226,2,1425.66,1,20131128,EWR,905,118.22,
E,USD,OGG,20131128,2052,2,1443.70,1,20131128,EWR,857,101.89,
E,USD,OGG,20131128,1854,2,1170.20,1,20131128,EWR,729,99.39,
E,USD,OGG,20131128,2226,2,1170.20,1,20131128,EWR,950,99.39,
E,USD,OGG,20131128,2052,2,1170.20,1,20131128,EWR,857,99.39,
E,USD,OGG,20131128,1810,2,1012.37,1,20131128,EWR,600,113.50,
E,USD,OGG,20131129,1521,2,1040.10,1,20131128,EWR,2000,107.44,
E,USD,OGG,20131128,2226,2,1098.97,1,20131128,JFK,1151,101.94,
E,USD,OGG,20131128,1854,2,1147.57,1,20131128,EWR,857,100.58,
E,USD,OGG,20131128,1521,1,1248.08,1,20131128,JFK,630,95.90,
E,USD,OGG,20131128,1521,2,1248.20,1,20131128,EWR,500,102.04,
E,USD,OGG,20131128,2126,2,1007.21,1,20131128,LGA,700,100.17,
